12945.fna.gz,150735.fna.gz,15259.fna.gz,159418.fna.gz,20533.fna.gz,24987.fna.gz,28011.fna.gz,38646.fna.gz,404.fna.gz,48086.fna.gz,5043.fna.gz,50501.fna.gz,526.fna.gz,56496.fna.gz,58400.fna.gz,590722.fna.gz,669801.fna.gz,6F5.fna.gz,72638.fna.gz,72678.fna.gz,789.fna.gz,950570.fna.gz,97087.fna.gz,A291.fna.gz,A292.fna.gz,A41.fna.gz,A56.fna.gz,A57.fna.gz,A58.fna.gz,A59.fna.gz,A60.fna.gz,A65.fna.gz,A93.fna.gz,A94.fna.gz,A97.fna.gz,CECT-5071.fna.gz,G1.fna.gz,HUD-D8.fna.gz,HUD-G3.fna.gz,HUD-H4.fna.gz,HUD-I2.fna.gz,SF7.fna.gz
1.0,0.4197195759268262,0.4378331148847414,0.42349237561513076,0.44912626131319966,0.36303522248190156,0.43493830347000373,0.4353135675165716,0.41786017185463276,0.4361393686895124,0.4324580125718106,0.42802715121303114,0.4408013017397854,0.44562772905300174,0.42846100154318356,0.4365518429688471,0.44300407058635294,0.4457437222092391,0.44203893221814905,0.43387820310609426,0.435241017625726,0.4506359063868389,0.4211897306808938,0.42467154826010123,0.4345846515456758,0.4179723470565715,0.40973070399366074,0.42245230013863255,0.42091799721835965,0.43277868742780023,0.43666803068088833,0.4365186869480616,0.4399932115496825,0.4417413863443397,0.4306546462120152,0.4313994345338399,0.3957545089620065,0.44996620518749775,0.44600475135530226,0.42940030680417574,0.42940030680417574,0.43600717680855905
0.4197195759268262,1.0,0.4283752099546042,0.4151030208613238,0.4106121480393893,0.346347765609647,0.4141248766904536,0.41626019738778774,0.42236381739074313,0.4183485159401581,0.4276584937657055,0.4200366716772269,0.4273849136790927,0.4320882490625255,0.4139794531490645,0.4218312638263715,0.4224952904657724,0.4219395899418539,0.4286877922087873,0.41830944277615534,0.42443574368672277,0.42778594664346525,0.4042258368686562,0.44278348512070076,0.4223228735016541,0.40043700939554017,0.4000408935278097,0.40669297740103627,0.4027654580750982,0.4588838168150956,0.4197574755476743,0.4147260503660455,0.4193658933669602,0.43051134973743144,0.4314960770738855,0.4501027196389513,0.4225045468984657,0.43028863637516646,0.40910932734034633,0.4240685284841941,0.4240685284841941,0.4261183980548533
0.4378331148847414,0.4283752099546042,1.0,0.43186820538488857,0.42393754969471553,0.35933639505699033,0.44939926910879047,0.4434486463924089,0.4192775532384916,0.4303696194589951,0.43813935984805663,0.4535890594503863,0.4552169373320023,0.4565632950507056,0.435761063959751,0.4471498494179613,0.4415865894153699,0.43795821944524516,0.44298968928186266,0.4466013181196423,0.4457349499035359,0.4545672124230088,0.4191590417628469,0.43104442274131183,0.4282848157486492,0.4109144792568904,0.4227455541281958,0.42172772657047,0.42134922022152255,0.4400738125738022,0.4538477429089479,0.4473498776354752,0.4364569712841202,0.4403335052946361,0.4356445164633702,0.4432333517208876,0.40629945717000127,0.4492418804324567,0.42061072969755864,0.43675690854158866,0.43675690854158866,0.4414778285233776
0.42349237561513076,0.4151030208613238,0.43186820538488857,1.0,0.41319125405966595,0.35617334066765616,0.42774872087731464,0.42130293673603614,0.41552318170702474,0.42235620149463504,0.42004503613335387,0.43396651619420734,0.42650831239076425,0.43619165164997886,0.43419132785229775,0.4228498348673434,0.43812615291123724,0.4292562346429647,0.4175772626348294,0.4332610682678152,0.42180058265522347,0.4402144475877543,0.4237660191330139,0.40543675624116327,0.41790835359039225,0.42759279852958854,0.42980335261200875,0.41007878444385626,0.423855354370271,0.4239266444869697,0.4311911481392966,0.4383157444816492,0.4265317999623728,0.43070853713461754,0.41498696969449256,0.4183050586253725,0.400490544424288,0.43294242666773697,0.40735431904376773,0.4239075410028732,0.4239075410028732,0.42252679240215774
0.44912626131319966,0.4106121480393893,0.42393754969471553,0.41319125405966595,1.0,0.35882693001731925,0.4188194819041605,0.42117744323933437,0.40672467112556665,0.43901807060759535,0.43240188362708487,0.422852207538688,0.42930072786069284,0.4346526403792682,0.4102361353974685,0.4278443433056357,0.42524051792217477,0.4270979360439846,0.4242202136732497,0.42205535272790184,0.42066344870708383,0.4325970942134314,0.4079700361106682,0.4093507225719748,0.4341284814127295,0.401365901004637,0.40830848785365415,0.41084007472719075,0.4087569594145749,0.4198992600100856,0.4233981314673688,0.42368654459593147,0.4182680999079812,0.42523903440442734,0.43414410733702313,0.41890331868022757,0.3772096339512957,0.42656115475639866,0.8018565674585609,0.41456568631865187,0.41456568631865187,0.4308727079534429
0.36303522248190156,0.346347765609647,0.35933639505699033,0.35617334066765616,0.35882693001731925,1.0,0.3651004657455048,0.36132644475991704,0.3553288506319737,0.36744245205782466,0.3614661657413152,0.3576552228030764,0.37012658583611013,0.3691240158885737,0.35294590147936733,0.3566292947852808,0.3618453848979932,0.3610252006632473,0.36573989022895914,0.3557507733856725,0.36334921133736275,0.3673849236845341,0.3582950069752139,0.3538084347439756,0.3569031826236537,0.35215417756256895,0.3587335139468365,0.3568645900279286,0.3651387326368658,0.35421878198641665,0.3635162712846378,0.36529867437372343,0.36371768204361965,0.36353848683496626,0.35817517697711787,0.3662380632029394,0.33982093946704994,0.36341900698968954,0.3558203777755671,0.361777906245756,0.361777906245756,0.356635972698099
0.43493830347000373,0.4141248766904536,0.44939926910879047,0.42774872087731464,0.4188194819041605,0.3651004657455048,1.0,0.43295496034696723,0.4304265347551469,0.4289369116887747,0.44641093738194226,0.4469060963097118,0.4505215592402424,0.44559597593236433,0.4357202468201974,0.4311396839199573,0.4448868387273135,0.4433176260812348,0.43915737180712366,0.4400639776944745,0.4466811251468218,0.45247175672239415,0.42407022763891766,0.4245137904696443,0.41728285115836816,0.422130674428973,0.43612247428998485,0.4288377692088029,0.41311514187952236,0.450733512166859,0.44800463966103565,0.4502905316132625,0.42980224385396626,0.43824345551916777,0.4399544310567264,0.43291735806303544,0.4050473497397241,0.4406881993806282,0.41554032562993415,0.43905794161954226,0.43905794161954226,0.43258107538627655
0.4353135675165716,0.41626019738778774,0.4434486463924089,0.42130293673603614,0.42117744323933437,0.36132644475991704,0.43295496034696723,1.0,0.416617045254172,0.4346753693729408,0.43516578690731145,0.43112439991920193,0.4413302701156345,0.43930843687328136,0.42325409664613844,0.4381221585954186,0.44246911961917545,0.4311029318175549,0.4496400723092222,0.43601695846423527,0.43220127850369616,0.4402556656706381,0.41307828559532667,0.43281030309399615,0.42587174839524045,0.4084519991681601,0.4078634326524708,0.41457963047731294,0.4140266230638864,0.4299112006559478,0.43011313749428026,0.43134830540358693,0.4350534408231471,0.4424331067292889,0.43318588813753167,0.4342908868811397,0.39039790323699675,0.43980391626248083,0.4174604195113134,0.43653545731043997,0.43653545731043997,0.441420889855217
0.41786017185463276,0.42236381739074313,0.4192775532384916,0.41552318170702474,0.40672467112556665,0.3553288506319737,0.4304265347551469,0.416617045254172,1.0,0.42130238324318625,0.42027729136856806,0.4261879551129536,0.4282409396156953,0.43492265383296447,0.41516247590737576,0.4174489130467972,0.4228377409841836,0.4290003867798615,0.42921128346770454,0.42001806779894013,0.4233512942464769,0.4358875068755307,0.4080221202341425,0.41649282177244185,0.4146818848101925,0.42078409974995334,0.42313632345588537,0.4080770841125202,0.4091480293648144,0.4146074774662891,0.42595752710157386,0.43038968034154634,0.4254636812342555,0.4301237585045894,0.42030134428714183,0.4247217608475584,0.4475904237969305,0.4245720382311171,0.4052500985516915,0.4241427204671162,0.4241427204671162,0.422450343257338
0.4361393686895124,0.4183485159401581,0.4303696194589951,0.42235620149463504,0.43901807060759535,0.36744245205782466,0.4289369116887747,0.4346753693729408,0.42130238324318625,1.0,0.43260665747548843,0.42993146762408896,0.4361924048317536,0.4507747495494425,0.4226565558351749,0.43787101804610895,0.4407195394038599,0.43410815378821554,0.4361669085545121,0.43279459880483884,0.43084823038238107,0.4426548701043973,0.4125603016750471,0.4200233911532293,0.43012431652677074,0.412689219105411,0.41784733062861756,0.424243449382118,0.4118271504545652,0.42431619404555654,0.43386592260334045,0.4324259918116775,0.42836817496064317,0.4420389986264823,0.4290112154581064,0.4361416238483772,0.39380115848422736,0.4458658688809847,0.43363071767162076,0.4356310712269964,0.4356310712269964,0.431097528356264
