12945.fna.gz,150735.fna.gz,15259.fna.gz,159418.fna.gz,20533.fna.gz,24987.fna.gz,28011.fna.gz,38646.fna.gz,404.fna.gz,48086.fna.gz,5043.fna.gz,50501.fna.gz,526.fna.gz,56496.fna.gz,58400.fna.gz,590722.fna.gz,669801.fna.gz,6F5.fna.gz,72638.fna.gz,72678.fna.gz,789.fna.gz,950570.fna.gz,97087.fna.gz,A291.fna.gz,A292.fna.gz,A41.fna.gz,A56.fna.gz,A57.fna.gz,A58.fna.gz,A59.fna.gz,A60.fna.gz,A65.fna.gz,A93.fna.gz,A94.fna.gz,A97.fna.gz,CECT-5071.fna.gz,G1.fna.gz,HUD-D8.fna.gz,HUD-G3.fna.gz,HUD-H4.fna.gz,HUD-I2.fna.gz,SF7.fna.gz
1.0,0.6178535606820461,0.6368377138089278,0.6209507782919647,0.6571961841559519,0.5550856417847325,0.6274033596437968,0.6451060184193618,0.616008316008316,0.6404116782188616,0.6205375050140393,0.6180048661800487,0.6437094410718024,0.6497783407219759,0.6308381317978247,0.6321509124461759,0.6506964964119882,0.6422847750154099,0.6412731006160164,0.6319933692498964,0.63604313562837,0.6602127659574468,0.6165900543251149,0.6318681318681318,0.632913961038961,0.6213305174234425,0.6078431372549019,0.6323784722222222,0.6236108198783812,0.6530309453158117,0.6414494596312779,0.635485197368421,0.63718820861678,0.6432171356572869,0.6246203684956468,0.6463210702341137,0.6020281456953642,0.6525792417650714,0.6464871431463859,0.6235198040016333,0.6235198040016333,0.6415725637808448
0.6357069143446853,1.0,0.6512307050479766,0.6363062684055533,0.6225632517627541,0.5529710298160287,0.6263914187411456,0.6455343756693082,0.644074844074844,0.6423020373871036,0.634777376654633,0.6307785888077859,0.6470588235294118,0.6586447118429386,0.6378758797184901,0.6331761328685668,0.6475306036302237,0.6361208136429012,0.6492813141683779,0.6357231661831745,0.648486105350477,0.6580851063829787,0.6201420810697869,0.6402116402116402,0.6268262987012987,0.6206969376979936,0.6161869002920317,0.6336805555555556,0.6296917592786748,0.658753709198813,0.6471710108073745,0.6328125,0.6340960626674912,0.6562368752624947,0.6410204494837012,0.6475752508361204,0.613203642384106,0.6465713693805677,0.6136869811702774,0.6386280114332381,0.6386280114332381,0.644500209117524
0.6301341589267286,0.6262788365095285,1.0,0.6293647454774927,0.625466611364579,0.5483188834848806,0.6437968022667476,0.6517455557935318,0.6147609147609148,0.6311699222852342,0.6263537906137184,0.6476074614760746,0.6581536529202429,0.6597002322144817,0.6376626146299851,0.6424031166700841,0.6462642465175179,0.6301623176494761,0.6404517453798768,0.6452548694571073,0.6428867689755289,0.6617021276595745,0.6142916840785625,0.6343101343101343,0.624797077922078,0.6080253431890179,0.623279098873592,0.6304253472222222,0.622352694485217,0.658965663416702,0.6584022038567493,0.6430921052631579,0.6287363430220573,0.6406971860562789,0.6300870621583317,0.6573996655518395,0.6140314569536424,0.6444996892479801,0.6149018019842073,0.6261739485504287,0.6261739485504287,0.6482643245503973
0.6092879256965944,0.6068204613841525,0.624113475177305,1.0,0.6105350476980506,0.5392260520194544,0.6128314106456183,0.6215463696723067,0.6016632016632016,0.6164671287544633,0.6018852787805856,0.6173965936739659,0.6265438559765544,0.6297234536626557,0.6248667093196844,0.6089809309001435,0.6433094132545378,0.6161906718717896,0.6098562628336756,0.6282635723166183,0.6088759850684363,0.6380851063829788,0.6142916840785625,0.6031746031746031,0.6032873376623377,0.6200633579725449,0.6274509803921569,0.6134982638888888,0.6068358146361921,0.6430690970750318,0.6268277177368087,0.622327302631579,0.6089466089466089,0.620957580848383,0.6031585341162179,0.622700668896321,0.5960264900662252,0.6159105034182722,0.5968819599109132,0.606369946917109,0.606369946917109,0.6206608113759933
0.6540763673890609,0.6022066198595787,0.6291197329995828,0.6192679848548591,1.0,0.5544512581941213,0.612629022465088,0.6352538016705933,0.604989604989605,0.6441923965553455,0.6233453670276775,0.6117193836171938,0.6296839020305631,0.6423896981211737,0.6208146726380891,0.6177978265327045,0.6319121992401857,0.6217382371070475,0.6252566735112937,0.6174886033982594,0.6223558689340523,0.6436170212765957,0.6063518595904722,0.618030118030118,0.6168831168831169,0.6038014783526927,0.6055486024196913,0.6189236111111112,0.6192073810023065,0.6386180584993641,0.6306420851875397,0.6235608552631579,0.6178107606679035,0.6314573708525829,0.621583316460822,0.634824414715719,0.5887831125827815,0.6308266003729024,0.9400688398461227,0.6104532462229482,0.6104532462229482,0.6265161020493517
0.541795665634675,0.5245737211634904,0.5408844388819357,0.5363904080774085,0.5437577768560763,1.0,0.5355191256830601,0.551295780681088,0.5322245322245323,0.5532451165721487,0.5318892900120337,0.5296025952960259,0.5587188612099644,0.5566814439518682,0.5370014928556195,0.5357801927414394,0.5502321654706628,0.5372919663036778,0.5464065708418891,0.533982594280978,0.5454168394856905,0.5574468085106383,0.535311324697033,0.5394790394790395,0.538961038961039,0.5355860612460401,0.5392156862745098,0.5516493055555556,0.5527364227301321,0.5504451038575667,0.5503284594193685,0.5421463815789473,0.5462791177076891,0.5482990340193196,0.532293986636971,0.5570652173913043,0.5215231788079471,0.5467163869898488,0.532293986636971,0.5377705185790118,0.5377705185790118,0.5378502718527812
0.6398348813209495,0.6208625877632898,0.663537755527743,0.6369373159444678,0.6277478224802986,0.5595263269190104,1.0,0.6511030199186121,0.6359667359667359,0.637261079605125,0.644404332129964,0.6480129764801298,0.6665271090642663,0.6597002322144817,0.6530177010023459,0.6370719704736518,0.661249472351203,0.6447503595644134,0.6433264887063656,0.6471197679237464,0.6528411447532144,0.668936170212766,0.6274550773088173,0.6363451363451363,0.6260146103896104,0.6312565997888068,0.6439299123904881,0.6497395833333334,0.6254980079681275,0.6839762611275965,0.6643356643356644,0.65625,0.634508348794063,0.6503569928601428,0.643855031382871,0.6496655518394648,0.621067880794702,0.652164905738554,0.6171289734764123,0.6398530012249898,0.6398530012249898,0.644500209117524
0.621671826625387,0.6046138415245738,0.6347517730496454,0.6104333193100547,0.6150974699294899,0.5443011207443434,0.6152600688119814,1.0,0.6054054054054054,0.6275992438563327,0.6115122342559166,0.6119221411192214,0.6326146116809713,0.632467806628668,0.6180422264875239,0.6243592372360057,0.6352891515407345,0.6151633449763715,0.6379876796714579,0.6216328222130129,0.6238075487349647,0.6391489361702127,0.597367321353949,0.6302401302401303,0.614650974025974,0.5997888067581837,0.5953274926992074,0.6130642361111112,0.6129167540364856,0.6392539211530309,0.6293706293706294,0.6206825657894737,0.6227581941867656,0.634817303653927,0.6161166227981373,0.6429765886287625,0.5879552980132451,0.6295835922933499,0.6037659445231829,0.6239281339322172,0.6239281339322172,0.6352990380593894
0.6115583075335397,0.6214643931795386,0.6168126825198165,0.6087505258729491,0.60348403152219,0.5413406639881582,0.6191054442420563,0.623688155922039,1.0,0.6194076874606175,0.6046931407942239,0.6147607461476075,0.634289302909776,0.6383787207093097,0.6169759010449989,0.612056592167316,0.6255804136766568,0.6213273063488802,0.6248459958932239,0.6179030252797347,0.6184155951887184,0.6391489361702127,0.5996656916005014,0.618030118030118,0.609375,0.6130939809926083,0.6161869002920317,0.6180555555555556,0.608513315160411,0.6328952946163628,0.6285229921593558,0.6241776315789473,0.6225520511234797,0.632927341453171,0.6112573395424175,0.6346153846153846,0.6649420529801324,0.6237828879221048,0.5952621988256732,0.6131073907717436,0.6131073907717436,0.624215809284818
0.6293085655314757,0.6134403209628887,0.6268251981643721,0.6173748422381152,0.63604313562837,0.5569887925565659,0.6140457397287998,0.6399657314200042,0.6130977130977131,1.0,0.6165262735659848,0.6141524736415247,0.637848021770986,0.6529449018366055,0.6240136489656644,0.6301004716013943,0.6426762346981849,0.6237928908978837,0.6305954825462012,0.6274347285536677,0.6240149315636665,0.6448936170212766,0.6025908900961137,0.6218966218966219,0.6221590909090909,0.6086589229144668,0.6099290780141844,0.6317274305555556,0.6097714405535751,0.6415854175498092,0.634032634032634,0.6245888157894737,0.6209029066171924,0.6421671566568669,0.6171289734764123,0.6469481605351171,0.5980960264900662,0.6430495131551689,0.622798137274752,0.6241322988975092,0.6241322988975092,0.6279799247176914
